"55","あなたのシャツと Love song","EPDE-1077","2000-05-31","シングル","三佳千夏","https://musicbrainz.org/release-group/116a79c6-271b-36a3-85da-a5f99fdff671","0"
"56","告白記念日","EPDE-1078","2000-06-28","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPDE-1078/","0"
"57","乙女 パスタに感動","EPCE-5060","2000-07-05","シングル","タンポポ","http://www.up-front-works.jp/release/detail/EPCE-5060/","0"
"58","映画「ピンチランナー」 オリジナル･サウンドトラック","EPCE-5064","2000-07-05","サウンドトラック","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5064/","0"
"59","上海の風","EPCE-5066","2000-07-12","シングル","中澤ゆうこ","http://www.up-front-works.jp/release/detail/EPCE-5066/","0"
"60","HEY! 真夏の蜃気楼","EPCE-5061","2000-07-19","シングル","T&Cボンバー","http://www.up-front-works.jp/release/detail/EPCE-5061/","0"
"61","青春時代1.2.3!/バイセコー大成功","EPCE-5065","2000-07-26","シングル","プッチモニ","http://www.up-front-works.jp/release/detail/EPCE-5065/","0"
"62","私も「I LOVE YOU」","SRCL-4885","2000-07-26","シングル","ココナッツ娘。","https://www.sonymusic.co.jp/artist/CoconutsMusume/discography/SRCL-4885","0"
"63","恋がステキな季節","SPRE-005","2000-07-31","インディーズシングル","カントリー娘。","http://www.up-front-works.jp/release/detail/SPRE-005/","0"
"64","愛の力","WPCV-10091","2000-08-09","シングル","平家みちよ","https://wmg.jp/heike/discography/2028/","0"
"65","I WISH","EPCE-5070","2000-09-06","シングル","モーニング娘。","http://www.helloproject.com/release/detail/EPCE-5070/","0"
"66","For ourself 〜Single History〜","WPCV-10095","2000-09-13","オリジナルアルバム","平家みちよ","https://wmg.jp/heike/discography/2027/","0"
"67","2nd STAGE","EPCE-5068","2000-09-27","オリジナルアルバム","T&Cボンバー","http://www.up-front-works.jp/release/detail/EPCE-5068/","0"
"68","心のフェロモン","SPRE-9002","2000-11-01","インディーズシングル","シェキドル","http://www.up-front-works.jp/release/detail/SPRE-9002/","0"
"69","恋愛レボリューション21","EPCE-5084","2000-12-13","シングル","モーニング娘。","http://www.helloproject.com/release/detail/EPCE-5084/","0"
"70","東京Youターン","TEDA-10490","2001-01-01","シングル","前田有紀","https://musicbrainz.org/release-group/8028bfc0-e3cc-3d09-a853-9af28a17ea6d","0"
"71","ミニモニ。ジャンケンぴょん!/春夏秋冬だいすっき!","EPCE-5078","2001-01-17","シングル","ミニモニ。","http://www.up-front-works.jp/release/detail/EPCE-5078/","0"
"72","ベスト! モーニング娘。1","EPCE-5089","2001-01-31","ベストアルバム","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5089/","0"
"73","結局 Bye Bye Bye","WPCV-10108","2001-02-07","シングル","平家みちよ","https://wmg.jp/heike/discography/1190/","0"
"74","ゆ・う・わ・く","UFCD-01A","2001-02-14","インディーズシングル","中澤裕子","https://www.discogs.com/ja/release/10082284-Yuko-Nakazawa-%E3%82%86%E3%81%86%E3%82%8F%E3%81%8F","0"
"75","真夏の誕生日","UFCD-02B","2001-02-14","インディーズシングル","安倍なつみ","https://www.discogs.com/ja/release/20695282-Natsumi-Abe-%E7%9C%9F%E5%A4%8F%E3%81%AE%E8%AA%95%E7%94%9F%E6%97%A5","0"
"76","あなたの髪の香り","UFCD-03C","2001-02-14","インディーズシングル","飯田圭織","https://www.discogs.com/ja/release/10080380-Kaori-Iida-%E3%81%82%E3%81%AA%E3%81%9F%E3%81%AE%E9%AB%AA%E3%81%AE%E9%A6%99%E3%82%8A","0"
"77","マリンスポーツ!","UFCD-04D","2001-02-14","インディーズシングル","矢口真里","https://www.discogs.com/ja/release/20695288-Mari-Yaguchi-%E3%83%9E%E3%83%AA%E3%83%BC%E3%83%B3%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84","0"
"78","LOVE -計算チガイ-","UFCD-05E","2001-02-14","インディーズシングル","保田圭","https://www.discogs.com/ja/release/10080392-Kei-Yasuda-LOVE-%E8%A8%88%E7%AE%97%E3%83%81%E3%82%AC%E3%82%A4-","0"
"79","ごちゃまぜLOVE","UFCD-06F","2001-02-14","インディーズシングル","後藤真希",NULL,"0"
"80","ごちゃまぜLOVE","UFCD-06F","2001-02-14","インディーズシングル","後藤真希","https://www.discogs.com/ja/release/20695291-Maki-Goto-%E3%81%94%E3%81%A1%E3%82%83%E3%81%BE%E3%81%9CLOVE","0"
"81","理解して!＞女の子","UFCD-07G","2001-02-14","インディーズシングル","石川梨華","https://www.discogs.com/ja/release/20695294-Rika-Ishikawa-%E7%90%86%E8%A7%A3%E3%81%97%E3%81%A6%E5%A5%B3%E3%81%AE%E5%AD%90","0"
"82","「よして、よして…」","UFCD-08H","2001-02-14","インディーズシングル","吉澤ひとみ","https://www.discogs.com/ja/release/20695297-Hitomi-Yoshizawa-%E3%82%88%E3%81%97%E3%81%A6%E3%82%88%E3%81%97%E3%81%A6","0"
"83","恋愛ってなあに?","UFCD-09I","2001-02-14","インディーズシングル","加護亜依","https://www.discogs.com/ja/release/20695303-Ai-Kago-%E6%81%8B%E6%84%9B%E3%81%A3%E3%81%A6%E3%81%AA%E3%81%82%E3%81%AB","0"
"84","NON STOP","UFCD-10J","2001-02-14","インディーズシングル","辻希美","https://www.discogs.com/ja/release/20695306-Nozomi-Tsuji-NON-STOP","0"
"85","悔し涙 ぽろり","EPCE-5092","2001-02-15","シングル","中澤ゆうこ","http://www.up-front-works.jp/release/detail/EPCE-5092/","0"
"86","恋をしちゃいました!","EPCE-5091","2001-02-21","シングル","タンポポ","http://www.up-front-works.jp/release/detail/EPCE-5091/","0"
"87","BABY!恋にKNOCK OUT!","EPCE-5093","2001-02-28","シングル","プッチモニ","http://www.up-front-works.jp/release/detail/EPCE-5093/","0"
"88","電話待っています","EPCE-5077","2001-03-07","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5077/","0"
"89","愛のバカやろう","EPCE-5100","2001-03-28","シングル","後藤真希","http://www.up-front-works.jp/release/detail/EPCE-5100/","0"
"90","ドッキドキ! LOVEメール","EPCE-5096","2001-04-11","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5096/","0"
"91","徹底的運命","SPRE-9005","2001-04-13","インディーズシングル","シェキドル","http://www.up-front-works.jp/release/detail/SPRE-9005/","0"
"92","初めてのハッピーバースディ!","EPCE-5088","2001-04-18","シングル","カントリー娘。に石川梨華（モーニング娘。）","http://www.up-front-works.jp/release/detail/EPCE-5088/","0"
"93","Together! -タンポポ・プッチ・ミニ・ゆうこ-","EPCE-5094","2001-04-18","ベストアルバム","V.A.","http://www.up-front-works.jp/release/detail/EPCE-5094/","0"
"94","トロピカ〜ル恋して〜る","EPCE-5105","2001-06-13","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5105/","0"
"95","全体的に大好きです。","SPRE-9006","2001-06-27","インディーズシングル","シェキドル","http://www.up-front-works.jp/release/detail/SPRE-9006/","0"
"96","チュッ!夏パ〜ティ","EPCE-5111","2001-07-04","シングル","三人祭","http://www.up-front-works.jp/release/detail/EPCE-5111/","0"
"97","サマーれげぇ!レインボー","EPCE-5112","2001-07-04","シングル","7人祭","http://www.up-front-works.jp/release/detail/EPCE-5112/","0"
"98","ダンシング!夏祭り","EPCE-5113","2001-07-04","シングル","10人祭","http://www.up-front-works.jp/release/detail/EPCE-5113/","0"
"99","ザ☆ピ〜ス!","EPCE-5114","2001-07-25","シングル","モーニング娘。","http://www.helloproject.com/release/detail/EPCE-5114/","0"
"100","二人暮し","EPCE-5115","2001-08-01","シングル","中澤裕子","http://www.up-front-works.jp/release/detail/EPCE-5115/","0"
"101","モーニング娘。のミュージカル LOVEセンチュリー","EPCE-5116","2001-08-01","サウンドトラック","V.A.","http://www.up-front-works.jp/release/detail/EPCE-5116/","0"
"102","情熱行き 未来船","EPCE-5085","2001-08-22","シングル","ココナッツ娘。","http://www.up-front-works.jp/release/detail/EPCE-5085/","0"
"103","LOVE涙色","EPCE-5117","2001-09-05","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5117/","0"
"104","ミニモニ。テレフォン!リンリンリン/ミニモニ。バスガイド","EPCE-5119","2001-09-12","シングル","ミニモニ。","http://www.up-front-works.jp/release/detail/EPCE-5119/","0"
"105","溢れちゃう・・・BE IN LOVE","EPCE-5118","2001-09-19","シングル","後藤真希","http://www.up-front-works.jp/release/detail/EPCE-5118/","0"
"106","This is 運命","EPCE-5120","2001-10-11","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5120/","0"
"107","恋人は心の応援団","EPCE-5121","2001-10-17","シングル","カントリー娘。に石川梨華（モーニング娘。）","http://www.up-front-works.jp/release/detail/EPCE-5121/","0"
"108","Mr.Moonlight 〜愛のビッグバンド〜","EPCE-5124","2001-10-31","シングル","モーニング娘。","http://www.helloproject.com/release/detail/EPCE-5124/","0"
"109","プロポーズ","EPCE-5122","2001-11-07","シングル","平家みちよ","http://www.up-front-works.jp/release/detail/EPCE-5122/","0"
"110","ぴったりしたいX'mas!","EPCE-5127","2001-11-14","シングル","プッチモニ","http://www.up-front-works.jp/release/detail/EPCE-5127/","0"
"111","王子様と雪の夜","EPCE-5126","2001-11-21","シングル","タンポポ","http://www.up-front-works.jp/release/detail/EPCE-5126/","0"
"112","100回のKISS","EPCE-5128","2001-11-28","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5128/","0"
"113","ザ・童謡ポップス①クリスマスと冬のうた集","PKCP-5001","2001-11-29","カバーアルバム","V.A.","http://www.up-front-works.jp/release/detail/PKCP-5001/","0"
"114","FOLK SONGS","PKCP-5002","2001-11-29","カバーアルバム","市井紗耶香 with 中澤裕子","http://www.up-front-works.jp/release/detail/PKCP-5002/","0"
"115","ミニハムずの愛の唄","EPCE-5132","2001-12-05","シングル","ミニハムず","http://www.up-front-works.jp/release/detail/EPCE-5132/","0"
"116","愛は無敵〜二十歳の夜の誓い〜","EPCE-5134","2001-12-05","シングル","シェキドル","http://www.up-front-works.jp/release/detail/EPCE-5134/","0"
"117","カントリー娘。大全集①","EPCE-5129","2001-12-12","オリジナルアルバム","カントリー娘。","http://www.up-front-works.jp/release/detail/EPCE-5129/","0"
"118","プッチベスト2 〜三・7・10〜","EPCE-5137","2001-12-19","ベストアルバム","ハロー!プロジェクト","http://www.up-front-works.jp/release/detail/EPCE-5137/","0"
"119","ファーストKISS","EPCE-5136","2002-01-01","オリジナルアルバム","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5136/","0"
"120","ミニモニ。ひなまつり!/ミニ。ストロベリ〜パイ","EPCE-5140","2002-01-30","シングル","ミニモニ。","http://www.up-front-works.jp/release/detail/EPCE-5140/","0"
"121","♡桃色片想い♡","EPCE-5141","2002-02-06","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5141/","0"
"122","さぁ! 恋人になろう","EPCE-5142","2002-02-14","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5142/","0"
"123","そうだ! We're ALIVE","EPCE-5143","2002-02-20","シングル","モーニング娘。","http://www.helloproject.com/release/detail/EPCE-5143/","0"
"124","ザ・童謡ポップス②春のうた集","PKCP-5003","2002-02-20","カバーアルバム","V.A.","http://www.up-front-works.jp/release/detail/PKCP-5003/","0"
"125","東京、宵町草。","TEDA-10530","2002-02-21","シングル","前田有紀","https://musicbrainz.org/release-group/37310d88-57b4-3549-b90c-b233900e5e71","0"
"126","会えない長い日曜日","HKCN-50001","2002-03-13","シングル","藤本美貴","http://www.up-front-works.jp/release/detail/HKCN-50001/","0"
"127","4th「いきまっしょい!」","EPCE-5149","2002-03-27","オリジナルアルバム","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5149/","0"
"128","色っぽい女〜SEXY BABY〜","EPCE-5153","2002-04-17","シングル","カントリー娘。に石川梨華（モーニング娘。）","http://www.up-front-works.jp/release/detail/EPCE-5153/","0"
"129","アイ〜ン体操/アイ〜ン!ダンスの唄","EPCE-5156","2002-04-24","シングル","バカ殿様とミニモニ姫。","http://www.up-front-works.jp/release/detail/EPCE-5156/","0"
"130","手を握って歩きたい","EPCE-5152","2002-05-09","シングル","後藤真希","http://www.up-front-works.jp/release/detail/EPCE-5152/","0"
"131","FOLK SONGS 2","PKCP-5006","2002-05-22","カバーアルバム","中澤裕子/メロン記念日/松浦亜弥/石井リカ","http://www.up-front-works.jp/release/detail/PKCP-5006/","0"
"132","Yeah!めっちゃホリディ","EPCE-5158","2002-05-29","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5158/","0"
"133","ムラサキシキブ","EPCE-5159","2002-06-05","シングル","平家みちよ","http://www.up-front-works.jp/release/detail/EPCE-5159/","0"
"134","ザ・童謡ポップス③夏のうた集","PKCP-5005","2002-06-05","カバーアルバム","V.A.","http://www.up-front-works.jp/release/detail/PKCP-5005/","0"
"135","そっと口づけて ギュッと抱きしめて","HKCN-50002","2002-06-12","シングル","藤本美貴","http://www.up-front-works.jp/release/detail/HKCN-50002/","0"
"136","夏の夜はデインジャー!","EPCE-5161","2002-06-19","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5161/","0"
"137","ミニモニ。ソング大百科1巻","EPCE-5162","2002-06-26","オリジナルアルバム","ミニモニ。","http://www.up-front-works.jp/release/detail/EPCE-5162/","0"
"138","幸せきょうりゅう音頭","EPCE-5163","2002-07-03","シングル","おどる♥11","http://www.up-front-works.jp/release/detail/EPCE-5163/","0"
"139","幸せですか?","EPCE-5164","2002-07-03","シングル","セクシー8","http://www.up-front-works.jp/release/detail/EPCE-5164/","0"
"140","幸せビーム!好き好きビーム!","EPCE-5165","2002-07-03","シングル","ハッピー♥7","http://www.up-front-works.jp/release/detail/EPCE-5165/","0"
"141","ハワイアンで聴くモーニング娘。シングルコレクション","EPCE-5167","2002-07-10","カバーアルバム","高木ブーとモ－ニング娘｡･ココナッツ娘｡･藤本美貴･石川リカ","http://www.up-front-works.jp/release/detail/EPCE-5167/","1"
"142","モーニング娘。のミュージカル モーニング・タウン オリジナルキャスト盤","HKCN-50003","2002-07-17","サウンドトラック","V.A.","http://www.up-front-works.jp/release/detail/HKCN-50003/","0"
"143","Do it! Now","EPCE-5168","2002-07-24","シングル","モーニング娘。","http://www.helloproject.com/release/detail/EPCE-5168/","0"
"144","ぜんぶ! プッチモニ","EPCE-5172","2002-08-21","ベストアルバム","プッチモニ","http://www.up-front-works.jp/release/detail/EPCE-5172/","0"
"145","やる気!IT'S EASY","EPCE-5173","2002-08-21","シングル","後藤真希","http://www.up-front-works.jp/release/detail/EPCE-5173/","0"
"146","東京美人","EPCE-5175","2002-08-28","シングル","中澤裕子","http://www.up-front-works.jp/release/detail/EPCE-5175/","0"
"147","All of タンポポ","EPCE-5177","2002-09-04","ベストアルバム","タンポポ","http://www.up-front-works.jp/release/detail/EPCE-5177/","0"
"148","ロマンティック 浮かれモード","HKCN-50004","2002-09-04","シングル","藤本美貴","http://www.up-front-works.jp/release/detail/HKCN-50004/","0"
"149","ザ・童謡ポップス④秋のうた集","PKCP-5008","2002-09-04","カバーアルバム","V.A.","http://www.up-front-works.jp/release/detail/PKCP-5008/","0"
"150","The 美学","EPCE-5176","2002-09-19","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5176/","0"
"151","BE HAPPY 恋のやじろべえ","EPCE-5178","2002-09-26","シングル","タンポポ","http://www.up-front-works.jp/release/detail/EPCE-5178/","0"
"152","香水","EPCE-5180","2002-10-23","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5180/","0"
"153","FS3 FOLK SONGS 3","PKCP-5010","2002-10-23","カバーアルバム","中澤裕子/後藤真希/藤本美貴","http://www.up-front-works.jp/release/detail/PKCP-5010/","0"
"154","ここにいるぜぇ!","EPCE-5182","2002-10-30","シングル","モーニング娘。","http://www.helloproject.com/release/detail/EPCE-5182/","0"
"155","ボーイフレンド","HKCN-50005","2002-11-07","シングル","藤本美貴","http://www.up-front-works.jp/release/detail/HKCN-50005/","0"
"156","BYE BYE 最後の夜","EPCE-5181","2002-11-12","シングル","カントリー娘。に石川梨華（モーニング娘。）","http://www.up-front-works.jp/release/detail/EPCE-5181/","0"
"157","SHALL WE LOVE?","PKCP-5012","2002-11-20","シングル","ごまっとう","http://www.up-front-works.jp/release/detail/PKCP-5012/","0"
"158","げんき印の大盛りソング/お菓子つくっておっかすぃ〜","EPCE-5188","2002-11-27","シングル","ミニモニ。と高橋愛＋4KIDS","http://www.up-front-works.jp/release/detail/EPCE-5188/","0"
"159","ミニハムずの結婚ソング","EPCE-5187","2002-12-04","シングル","ミニハムず","http://www.up-front-works.jp/release/detail/EPCE-5187/","0"
"160","新作童謡ポップス①","PKCP-5013","2002-12-04","オリジナルアルバム","V.A.","http://www.up-front-works.jp/release/detail/PKCP-5013/","0"
"161","草原の人","EPCE-5191","2002-12-11","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5191/","0"
"162","プッチベスト3","EPCE-5193","2002-12-18","ベストアルバム","ハロー!プロジェクト","http://www.up-front-works.jp/release/detail/EPCE-5193/","0"
"163","サン・トワ・マミー/君といつまでも","PKCP-5015","2002-12-18","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5015/","0"
"164","赤いフリージア","EPCE-5194","2003-01-29","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5194/","0"
"165","T・W・O","EPCE-5195","2003-01-29","オリジナルアルバム","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5195/","0"
"166","ブギートレイン '03","HKCN-50007","2003-02-05","シングル","藤本美貴","http://www.up-front-works.jp/release/detail/HKCN-50007/","0"
"167","マッキングGOLD①","PKCP-5014","2003-02-05","オリジナルアルバム","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5014/","0"
"168","仔犬ダンの物語 オリジナルサウンドトラック","EPCE-5197","2003-02-14","サウンドトラック","V.A.","http://www.up-front-works.jp/release/detail/EPCE-5197/","0"
"169","モーニング娘。のひょっこりひょうたん島","EPCE-5198","2003-02-19","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5198/","0"
"170","ミニモニ。じゃムービー お菓子な大冒険! オリジナルサウンドトラック","EPCE-5200","2003-02-19","サウンドトラック","ミニモニ。","http://www.up-front-works.jp/release/detail/EPCE-5200/","0"
"171","MIKI①","HKCN-50009","2003-02-26","オリジナルアルバム","藤本美貴","http://www.up-front-works.jp/release/detail/HKCN-50009/","0"
"172","「けん&メリーのメリケン粉オンステージ!」オリジナルキャスト盤","PKCP-5017","2003-03-05","サウンドトラック","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5017/","0"
"173","ね〜え?","EPCE-5203","2003-03-12","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5203/","0"
"174","1st Anniversary","EPCE-5205","2003-03-12","オリジナルアルバム","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5205/","0"
"175","うわさのSEXY GUY","PKCP-5018","2003-03-19","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5018/","0"
"176","No.5","EPCE-5206","2003-03-26","オリジナルアルバム","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5206/","0"
"177","新作童謡ポップス②","PKCP-5020","2003-03-26","オリジナルアルバム","V.A.","http://www.up-front-works.jp/release/detail/PKCP-5020/","0"
"178","ロックンロール県庁所在地〜おぼえちゃいなシリーズ〜","EPCE-5207","2003-04-09","シングル","ミニモニ。","http://www.up-front-works.jp/release/detail/EPCE-5207/","0"
"179","オサヴリオ〜愛は待ってくれない〜","EPCE-2015","2003-04-23","オリジナルアルバム","飯田圭織","http://www.up-front-works.jp/release/detail/EPCE-2015/","0"
