"207","35","歩いてる","モーニング娘。'20(譜久村・生田・石田・佐藤・小田・野中・牧野・加賀・横山・森戸)","モーニング娘｡",,"CC19002","CC19002001",,,"1006"
"208","0","アニバーサリー","Lovelys!!!!","Lovelys!!!!",,"CC14001","CC14001001",,,"3068"
"209","1","ロマンスの途中","Juice=Juice","Juice=Juice",,"CC14001","CC14001001",,,"1711"
"210","2","裸の裸の裸のkiss","Juice=Juice","Juice=Juice",,"CC14001","CC14001001",,,"1743"
"211","3","アレコレしたい!","Juice=Juice","Juice=Juice",,"CC14001","CC14001001",,,"1744"
"212","4","伊達じゃないよ うちの人生は","Juice=Juice","Juice=Juice",,"CC14001","CC14001001",,,"1774"
"213","5","夢見る 15歳","スマイレージ","スマイレージ",,"CC14001","CC14001001",,,"1434"
"214","6","ヤッタルチャン","スマイレージ","スマイレージ",,"CC14001","CC14001001",,,"1695"
"215","7","有頂天LOVE","スマイレージ","スマイレージ",,"CC14001","CC14001001",,,"1523"
"216","8","エイティーン エモーション","スマイレージ","スマイレージ",,"CC14001","CC14001001",,,"1748"
"217","9","インストール","Bitter&Sweet","Bitter&Sweet",,"CC14001","CC14001001",,,"3049"
"218","10","恋愛WARS","Bitter&Sweet","Bitter&Sweet",,"CC14001","CC14001001",,,"3062"
"219","11","この世に真実の愛が一つだけあるなら","LoVendoЯ","LoVendoЯ",,"CC14001","CC14001001",,,"3060"
"220","12","Stonez!!","LoVendoЯ","LoVendoЯ",,"CC14001","CC14001001",,,"3057"
"221","13","ホントノキモチ","LoVendoЯ","LoVendoЯ",,"CC14001","CC14001001",,,"9999"
"222","14","イクジナシ","LoVendoЯ","LoVendoЯ",,"CC14001","CC14001001",,,"3059"
"223","15","世界一HAPPYな女の子","℃-ute","℃-ute",,"CC14001","CC14001001",,,"1534"
"224","16","かっちょ良い歌","℃-ute","ハロー! プロジェクト モベキマス",,"CC14001","CC14001001",,,"1555"
"225","17","愛ってもっと斬新","℃-ute","℃-ute",,"CC14001","CC14001001",,,"1718"
"226","18","僕らの輝き","℃-ute","℃-ute(梅田えりか・岡井千聖・有原栞菜)",,"CC14001","CC14001001",,,"1065"
"227","19","THE FUTURE","℃-ute","℃-ute",,"CC14001","CC14001001",,,"1787"
