"59","17","ダイキライ","平家みちよ","EPCE-5054","牧穂エミ","はたけ","はたけ"
"60","17","ダイキライ","平家みちよ","WPCV-10095","牧穂エミ","はたけ","はたけ"
"61","18","Fall the rain","平家みちよ","WPDV-7152","まこと","はたけ","はたけ"
"62","19","Good Morning","モーニング娘。","EPCE-5002","つんく","つんく","前嶋康明"
"63","20","どうにかして土曜日","モーニング娘。","EPCE-5002","つんく","つんく","高橋諭一 (ブラスアレンジ：森宣之)"
"64","21","夢の中","モーニング娘。","EPCE-5002","つんく","つんく","前嶋康明"
"65","22","ワガママ","モーニング娘。","EPCE-5002","狩野亜希子","つんく","黒尾俊介"
"66","23","未来の扉","モーニング娘。","EPCE-5002","つんく","つんく","今井了介"
"67","23","未来の扉","後藤withメロン記念日","PKCP-5034","つんく","つんく","今井了介"
"68","23","未来の扉","モーニング娘。","EPCE-7556","つんく","つんく","今井了介"
"69","24","ウソつきあんた","モーニング娘。","EPCE-5002","つんく","つんく","高橋諭一"
"70","25","さみしい日","モーニング娘。","EPCE-5002","つんく","つんく","前嶋康明"
"71","26","カラスの女房","中澤裕子","EPDE-1006","荒木とよひさ","堀内孝雄","川村栄二"
"72","26","カラスの女房","中澤ゆうこ","EPCE-5010","荒木とよひさ","堀内孝雄","川村栄二"
"73","26","カラスの女房","中澤裕子","EPCE-5591","荒木とよひさ","堀内孝雄","川村栄二"
"74","27","音無橋","中澤裕子","EPDE-1006","たきのえいじ","堀内孝雄","今泉敏郎"
"75","27","音無橋","中澤ゆうこ","EPCE-5010","たきのえいじ","堀内孝雄","今泉敏郎"
"76","28","抱いて HOLD ON ME!","モーニング娘。","EPDE-1008","つんく","つんく","前嶋康明"
"77","28","抱いて HOLD ON ME!(Sexy Long version)","モーニング娘。","EPCE-5006","つんく","つんく","前嶋康明"
"78","28","抱いて HOLD ON ME! (N.Y. Mix)","モーニング娘。","EPCE-5025","つんく","つんく","前嶋康明"
"79","28","抱いて HOLD ON ME!","モーニング娘。","EPCE-5089","つんく","つんく","前嶋康明"
"80","28","抱いて HOLD ON ME! (モーニング娘。さくら組Version)","モーニング娘。さくら組","EPCE-5267","つんく","つんく","前嶋康明"
"81","28","抱いて HOLD ON ME!","モーニング娘。","EPCE-5321","つんく","つんく","前嶋康明"
"82","28","抱いて HOLD ON ME!(｢モーニング刑事｣Version)","モーニング娘。","EPCE-5321","つんく","つんく","前嶋康明"
"83","28","抱いて HOLD ON ME!","モーニング娘。","EPCE-5505","つんく","つんく","前嶋康明"
"84","29","例えば","モーニング娘。","EPDE-1008","つんく","つんく","須藤豪、LH Project"
"85","29","例えば","モーニング娘。","EPCE-5321","つんく","つんく","須藤豪、LH Project"
"86","29","例えば","モーニング娘。","EPCE-5661","つんく","つんく","須藤豪、LH Project"
"87","30","だけど 愛しすぎて(Mix for Screen)","平家みちよ","EPCE-5006","牧穂エミ","はたけ","はたけ"
"88","30","だけど 愛しすぎて (single ver.)","平家みちよ","WPDV-7160","牧穂エミ","はたけ","はたけ"
"89","30","だけど 愛しすぎて(Mix for Single)","平家みちよ","WPCV-10095","牧穂エミ","はたけ","はたけ"
"90","31","おねがいネイル","平家みちよ＆モーニング娘。","EPCE-5006","つんく","つんく","前嶋康明"
"91","32","ヨロシク!","モーニング娘。","EPCE-5006","つんく","つんく","須藤豪"
"92","33","恋のABC","モーニング娘。","EPCE-5006","つんく","つんく","山内薫"
"93","34","強くならなくちゃ…ね","平家みちよ","EPCE-5006","牧穂エミ","はたけ","はたけ"
"94","35","深呼吸しよう!!","平家みちよ","WPDV-7160","牧穂エミ","はたけ","はたけ"
"95","36","ラストキッス","タンポポ","EPDE-1014","つんく","つんく","小西貴雄、LH Project"
"96","36","ラストキッス (single version)","タンポポ","EPCE-5017","つんく","つんく","小西貴雄、LH Project"
"97","36","ラストキッス (album version)","タンポポ","EPCE-5017","つんく","つんく","小西貴雄、LH Project"
"98","36","ラストキッス","タンポポ","EPCE-5177","つんく","つんく","小西貴雄、LH Project"
"99","36","ラストキッス","タンポポ","EPCE-5593","つんく","つんく","小西貴雄、LH Project"
"100","36","ラストキッス","高木紗友希＆宮本佳林","HKCN-50417","つんく","つんく","小西貴雄、LH Project"
"101","37","時間よ止まれ","タンポポ","EPDE-1014","つんく","つんく","高橋諭一、LH Project"
"102","38","お台場ムーンライトセレナーデ","中澤ゆうこ&高山厳","EPDE-1016","荒木とよひさ","平尾昌晃","船山基紀"
"103","38","お台場ムーンライトセレナーデ(with 高山厳)","中澤裕子 with 高山厳","EPCE-5010","荒木とよひさ","平尾昌晃","船山基紀"
"104","38","お台場ムーンライトセレナーデ(with 高山厳)","中澤裕子 with 高山厳","EPCE-5591","荒木とよひさ","平尾昌晃","船山基紀"
"105","39","恋人たちのバラード","中澤ゆうこ&高山厳","EPDE-1016","荒木とよひさ","平尾昌晃","船山基紀"
"106","39","恋人たちのバラード(with 高山厳)","中澤裕子 with 高山厳","EPCE-5010","荒木とよひさ","平尾昌晃","船山基紀"
"107","40","捨てないでよ","中澤ゆうこ","EPCE-5010","つんく","つんく","川口真"
"108","41","大阪ラプソディー","中澤ゆうこ","EPCE-5010","山上路夫","猪俣公章","船山基紀"
"109","41","大阪ラプソディー","W","EPCE-5289","山上路夫","猪俣公章","船山基紀"
"110","42","恋","中澤ゆうこ","EPCE-5010","松山千春","松山千春","信田かずお"
"111","43","つぐない","中澤ゆうこ","EPCE-5010","荒木とよひさ","三木たかし","信田かずお"
"112","44","秋桜日和","中澤ゆうこ","EPCE-5010","荒木とよひさ","堀内孝雄","船山基紀"
"113","45","雨の御堂筋","中澤ゆうこ","EPCE-5010","林春生","ザ・ベンチャーズ","船山基紀"
"114","47","駅","中澤ゆうこ","EPCE-5010","竹内まりや","竹内まりや","船山基紀"
"115","48","越冬つばめ","中澤ゆうこ","EPCE-5010","石原信一","篠原義彦","川口真"
"116","49","Memory 青春の光","モーニング娘。","EPDE-1020","つんく","つんく","前嶋康明"
"117","49","Memory 青春の光","モーニング娘。","EPCE-5025","つんく","つんく","前嶋康明"
"118","49","Memory 青春の光","モーニング娘。","EPCE-5089","つんく","つんく","前嶋康明"
"119","49","Memory 青春の光(安倍 Version)","安倍なつみ","HKCN-50016","つんく","つんく","前嶋康明"
"120","49","Memory 青春の光","モーニング娘。","EPCE-5321","つんく","つんく","前嶋康明"
"121","49","Memory 青春の光(99.4.18 Live Version)","モーニング娘。","EPCE-5321","つんく","つんく","前嶋康明"
"122","49","Memory 青春の光","モーニング娘。","EPCE-5505","つんく","つんく","前嶋康明"
"123","50","Happy Night","モーニング娘。","EPDE-1020","つんく","つんく","小西貴雄"
"124","50","Happy Night","モーニング娘。","EPCE-5321","つんく","つんく","小西貴雄"
"125","50","Happy Night","モーニング娘。","EPCE-5661","つんく","つんく","小西貴雄"
"126","51","Never Forget","モーニング娘。","EPDE-1020","つんく","つんく","小西貴雄"
"127","51","Never Forget (Large Vocal Mix)","モーニング娘。","EPCE-5025","つんく","つんく","小西貴雄"
"128","51","Never Forget [Large Vocal Mix]","モーニング娘。","EPCE-5089","つんく","つんく","小西貴雄"
"129","51","Never Forget (Rock ver.)","モーニング娘。","EPCE-5208","つんく","つんく","小西貴雄"
"130","51","Never Forget","モーニング娘。","EPCE-5321","つんく","つんく","小西貴雄"
"131","51","Never Forget","モーニング娘。","EPCE-5661","つんく","つんく","小西貴雄"
"132","51","Never Forget (Rock ver.)","モーニング娘。","EPCE-5661","つんく","つんく","小西貴雄"
"133","52","アナタの夢になりたい","平家みちよ","WPDV-10002","牧穂エミ","はたけ","はたけ"
"134","52","アナタの夢になりたい","平家みちよ","EPCE-5054","牧穂エミ","はたけ","はたけ"
"135","52","アナタの夢になりたい","平家みちよ","WPCV-10095","牧穂エミ","はたけ","はたけ"
"136","53","春だよ","平家みちよ","WPDV-10002","牧穂エミ","はたけ","はたけ"
"137","54","Motto","タンポポ","EPDE-1024","つんく","つんく","河野伸"
"138","54","Motto (album mix)","タンポポ","EPCE-5017","つんく","つんく","河野伸"
"139","54","Motto","タンポポ","EPCE-5177","つんく","つんく","河野伸"
"140","54","Motto","タンポポ","EPCE-5593","つんく","つんく","河野伸"
"141","55","愛の唄","タンポポ","EPDE-1024","つんく","つんく","小西貴雄"
"142","56","わかってないじゃない","タンポポ","EPCE-5017","つんく","つんく","鈴木俊介"
"143","57","センチメンタル南向き","タンポポ","EPCE-5017","つんく","つんく","河野伸"
"144","58","誕生日の朝","タンポポ","EPCE-5017","つんく","つんく","小西貴雄"
"145","58","誕生日の朝","タンポポ","EPCE-5177","つんく","つんく","小西貴雄"
"146","59","片想い","タンポポ","EPCE-5017","つんく","つんく","鈴木俊介"
"147","60","ONE STEP","タンポポ","EPCE-5017","つんく","つんく","小西貴雄"
"148","61","たんぽぽ","タンポポ","EPCE-5017","つんく","つんく","小西貴雄"
"149","61","たんぽぽ (Single Version)","タンポポ","EPDE-1037","つんく","つんく","小西貴雄"
"150","61","たんぽぽ (Single Version)","タンポポ","EPCE-5054","つんく","つんく","小西貴雄"
"151","61","たんぽぽ (2001Version)","タンポポ","EPCE-5094","つんく","つんく","小西貴雄"
"152","61","たんぽぽ (Single Version)","タンポポ","EPCE-5177","つんく","つんく","小西貴雄"
"153","61","たんぽぽ (Grand Symphonic Version)","タンポポ","EPCE-5177","つんく","つんく","小西貴雄"
"154","61","たんぽぽ(Single Version)","タンポポ","EPCE-5593","つんく","つんく","小西貴雄"
"155","62","スキ","タンポポ","EPCE-5017","つんく","つんく","小西貴雄"
"156","63","月と太陽","太陽とシスコムーン","EPDE-1030","つんく","つんく","小西貴雄、下町兄弟"
"157","63","月と太陽 -sexy beam remix-","太陽とシスコムーン","EPDE-1040","つんく","つんく","小西貴雄、下町兄弟"
"158","63","月と太陽 -more cool remix-","太陽とシスコムーン","EPDE-1040","つんく","つんく","小西貴雄、下町兄弟"
"159","63","月と太陽","太陽とシスコムーン","EPCE-5032","つんく","つんく","小西貴雄、下町兄弟"
"160","63","月と太陽","太陽とシスコムーン","EPCE-5595","つんく","つんく","小西貴雄、下町兄弟"
"161","64","Get on my Love","太陽とシスコムーン","EPDE-1030","つんく","つんく","小西貴雄、下町兄弟"
"162","64","Get on my Love","太陽とシスコムーン","EPCE-5595","つんく","つんく","小西貴雄、下町兄弟"
"163","65","真夏の光線","モーニング娘。","EPDE-1033","つんく","つんく","河野伸"
"164","65","真夏の光線 (Vacation Mix)","モーニング娘。","EPCE-5025","つんく","つんく","河野伸"
"165","65","真夏の光線 [Vacation Mix]","モーニング娘。","EPCE-5089","つんく","つんく","河野伸"
"166","65","真夏の光線(ハワイアン Version)","高木ブーとモ－ニング娘｡･ココナッツ娘｡･藤本美貴･石川リカ","EPCE-5167","つんく","つんく","米光亮"
"167","65","真夏の光線","モーニング娘。","EPCE-5321","つんく","つんく","河野伸"
"168","65","真夏の光線(Early Version)","モーニング娘。","EPCE-5321","つんく","つんく","河野伸"
"169","65","真夏の光線","モーニング娘。","EPCE-5505","つんく","つんく","河野伸"
"170","65","真夏の光線","亀井絵里","UFDL-1078","つんく","つんく","河野伸"
"171","65","真夏の光線","岡井千聖","UFDL-1088","つんく","つんく","河野伸"
"172","65","真夏の光線","新垣里沙","UFDL-1098","つんく","つんく","河野伸"
"173","65","真夏の光線","田中れいな","UFDL-1106","つんく","つんく","河野伸"
"174","66","恋の始発列車","モーニング娘。","EPDE-1033","つんく","つんく","小西貴雄"
"175","66","恋の始発列車(Album Version)","モーニング娘。","EPCE-5025","つんく","つんく","小西貴雄"
"176","66","恋の始発列車","モーニング娘。","EPCE-5321","つんく","つんく","小西貴雄"
"177","66","恋の始発列車","モーニング娘。","EPCE-5661","つんく","つんく","小西貴雄"
"178","67","純情行進曲","中澤ゆうこ","EPDE-1031","荒木とよひさ","堀内孝雄","船山基紀"
"179","67","純情行進曲","中澤ゆうこ","EPCE-5054","荒木とよひさ","堀内孝雄","船山基紀"
"180","67","純情行進曲","中澤裕子","EPCE-5305","荒木とよひさ","堀内孝雄","船山基紀"
"181","67","純情行進曲","中澤裕子","EPCE-5591","荒木とよひさ","堀内孝雄","船山基紀"
"182","68","平成ラプソディー","中澤ゆうこ","EPDE-1031","荒木とよひさ","堀内孝雄","船山基紀"
"183","69","A Rainy Day","タンポポ","EPDE-1037","つんく","つんく","山内薫"
"184","69","A Rainy Day","タンポポ","EPCE-5177","つんく","つんく","山内薫"
"185","70","ガタメキラ","太陽とシスコムーン","EPDE-1040","つんく","つんく","松原憲"
"186","70","ガタメキラ GTS -more energy remix-","太陽とシスコムーン","EPDE-1047","つんく","つんく","松原憲"
"187","70","ガタメキラ -digital gigolo remix-","太陽とシスコムーン","EPDE-1047","つんく","つんく","松原憲"
"188","70","ガタメキラ","太陽とシスコムーン","EPCE-5032","つんく","つんく","松原憲"
"189","70","ガタメキラ(ZYX Ver.)","ZYX","PKCP-5025","つんく","つんく","松原憲"
"190","70","ガタメキラ","太陽とシスコムーン","EPCE-5595","つんく","つんく","松原憲"
"191","71","ふるさと","モーニング娘。","EPDE-1044","つんく","つんく","小西貴雄"
"192","71","ふるさと","モーニング娘。","EPCE-5025","つんく","つんく","小西貴雄"
"193","71","ふるさと","モーニング娘。","EPCE-5089","つんく","つんく","小西貴雄"
"194","71","ふるさと","市井紗耶香・中澤裕子","PKCP-5002","つんく","つんく","高橋諭一"
"195","71","ふるさと(ハワイアン・アルバム Version)","高木ブーとモ－ニング娘｡･ココナッツ娘｡･藤本美貴･石川リカ","EPCE-5167","つんく","つんく","米光亮"
"196","71","ふるさと(安倍 Version)","安倍なつみ","HKCN-50016","つんく","つんく","小西貴雄"
"197","71","ふるさと(中澤 Version)","中澤裕子","EPCE-5305","つんく","つんく","鈴木俊介"
"198","71","ふるさと","モーニング娘。","EPCE-5321","つんく","つんく","小西貴雄"
"199","71","ふるさと(Early Vocal Version)","モーニング娘。","EPCE-5321","つんく","つんく","小西貴雄"
"200","71","ふるさと","モーニング娘。","EPCE-5505","つんく","つんく","小西貴雄"
"201","71","ふるさと","亀井絵里","UFDL-1078","つんく","つんく","小西貴雄"
"202","71","ふるさと","新垣里沙","UFDL-1099","つんく","つんく","小西貴雄"
"203","71","ふるさと","鈴木愛理","UFDL-1123","つんく","つんく","小西貴雄"
"204","71","ふるさと","夏焼雅","UFDL-1136","つんく","つんく","小西貴雄"
"205","71","ふるさと","岡井千聖","UFDL-1130","つんく","つんく","小西貴雄"
"206","71","ふるさと","高橋愛","UFDL-1091","つんく","つんく","小西貴雄"
"207","72","忘れらんない","モーニング娘。","EPDE-1044","つんく","つんく","小西貴雄、下町兄弟"
"208","72","忘れらんない","モーニング娘。","EPCE-5321","つんく","つんく","小西貴雄、下町兄弟"
"209","72","忘れらんない","モーニング娘。","EPCE-5661","つんく","つんく","小西貴雄、下町兄弟"
"210","73","ハレーション サマー","ココナッツ娘","SRDL-4642","つんく","つんく","前嶋康明"
"211","73","ハレーション サマー","清水佐紀・嗣永桃子・須藤茉麻","PKCP-5067","つんく","つんく","平田祥一郎"
"212","74","二人の北海道","カントリー娘。","SPRE-002","森高千里","つんく","前嶋康明"
"213","74","二人の北海道","カントリー娘。","EPCE-5129","森高千里","つんく","前嶋康明"
"214","74","二人の北海道","カントリー娘。","EPCE-5421","森高千里","つんく","前嶋康明"
"215","74","二人の北海道","カントリー娘。","EPCE-5597","森高千里","つんく","前嶋康明"
"216","76","NIGHT OF TOKYO CITY","モーニング娘。","EPCE-5025","つんく","つんく","前嶋康明"
"217","77","好きで×5","モーニング娘。","EPCE-5025","つんく","つんく","鈴木俊介"
"218","78","パパに似ている彼","モーニング娘。","EPCE-5025","つんく","つんく","前嶋康明"
"219","79","せんこう花火","モーニング娘。","EPCE-5025","つんく","つんく","高橋諭一"
"220","80","乙女の心理学","モーニング娘。","EPCE-5025","つんく","つんく","河野伸"
"221","81","ダディドゥデドダディ!","モーニング娘。","EPCE-5025","つんく","つんく","鈴木俊介"
"222","81","ダディドゥデドダディ!","こぶしファクトリー","EPCE-7268","つんく","つんく","鈴木俊介"
"223","82","宇宙でLa Ta Ta","太陽とシスコムーン","EPDE-1047","つんく","つんく","河野伸"
"224","82","宇宙でLa Ta Ta -super afro remix-","太陽とシスコムーン","EPDE-1051","つんく","つんく","河野伸"
"225","82","宇宙でLa Ta Ta -after summer remix-","太陽とシスコムーン","EPDE-1051","つんく","つんく","河野伸"
"226","82","宇宙でLa Ta Ta","太陽とシスコムーン","EPCE-5032","つんく","つんく","河野伸"
"227","82","宇宙でLa Ta Ta","松浦亜弥 with 稲葉貴子","EPCE-5262","つんく","つんく","河野伸"
"228","82","宇宙でLa Ta Ta","太陽とシスコムーン","EPCE-5595","つんく","つんく","河野伸"
"229","83","scene","平家みちよ","WPDV-10009","平家みちよ","はたけ","はたけ"
"230","83","scene","平家みちよ","WPCV-10095","平家みちよ","はたけ","はたけ"
"231","84","return","平家みちよ","WPDV-10009","平家みちよ","はたけ","はたけ"
"232","85","Unchain My Heart","三佳千夏","EPDE-1048","AKA$AKA","真田カオル","真田カオル"
"233","86","名もなきGeneration","三佳千夏","EPDE-1048","AKA$AKA","真田カオル","真田カオル"
"234","87","DANCE & CHANCE","ココナッツ娘","SRCL-4635","つんく","つんく","河野伸"
"235","87","DANCE & CHANCE (English Version)","ココナッツ娘","SRCL-4635","つんく","つんく","河野伸"
"236","87","DANCE & CHANCE (English Version)","ココナッツ娘","EPCE-5054","つんく","つんく","河野伸"
"237","88","ズルい女 (English Version)","ココナッツ娘","SRCL-4635","つんく (英訳：Lynne Hobday)","つんく","村山晋一郎"
"238","88","ズルい女 (Unreleased Studio Recording Ver.)","太陽とシスコムーン","EPCE-5595","つんく (英訳：Lynne Hobday)","つんく","村山晋一郎"
"239","89","Everyday Everywhere","太陽とシスコムーン","EPDE-1051","つんく","つんく","村山晋一郎"
"240","89","Everyday Everywhere -crazy dance remix-","太陽とシスコムーン","EPCE-5028","つんく","つんく","村山晋一郎"
"241","89","Everyday Everywhere -sugee reggae remix-","太陽とシスコムーン","EPCE-5028","つんく","つんく","村山晋一郎"
"242","89","Everyday Everywhere","太陽とシスコムーン","EPCE-5032","つんく","つんく","村山晋一郎"
"243","89","Everyday Everywhere","太陽とシスコムーン","EPCE-5595","つんく","つんく","村山晋一郎"
"244","89","Everyday Everywhere","太陽とシスコムーン","EPCE-7556","つんく","つんく","村山晋一郎"
"245","90","LOVEマシーン","モーニング娘。","EPDE-1052","つんく","つんく","ダンス☆マン"
"246","90","LOVEマシーン (Early Unision Version)","モーニング娘。","EPDE-1052","つんく","つんく","ダンス☆マン"
"247","90","LOVEマシーン","モーニング娘。","EPCE-5051","つんく","つんく","ダンス☆マン"
"248","90","LOVEマシーン(analog remix)","モーニング娘。","EPCE-5054","つんく","つんく","ダンス☆マン"
"249","90","LOVEマシーン","モーニング娘。","EPCE-5089","つんく","つんく","ダンス☆マン"
"250","90","LOVEマシーン(ハワイアン Version)","高木ブーとモ－ニング娘｡･ココナッツ娘｡･藤本美貴･石川リカ","EPCE-5167","つんく","つんく","米光亮"
"251","90","LOVEマシーン","モーニング娘。","EPCE-5321","つんく","つんく","ダンス☆マン"
"252","90","LOVEマシーン(Early Unison Version)","モーニング娘。","EPCE-5321","つんく","つんく","ダンス☆マン"
"253","90","LOVEマシーン","モーニング娘。","EPCE-5505","つんく","つんく","ダンス☆マン"
"254","90","LOVEマシーン(updated)","モーニング娘。","EPCE-5993","つんく","つんく","ダンス☆マン"
"255","90","LOVEマシーン(アカペラ Ver.)","こぶしファクトリー","EPCE-7529","つんく","つんく","ダンス☆マン"
"256","91","21世紀","モーニング娘。","EPDE-1052","つんく","つんく","鈴木俊介 (ストリングスアレンジ：村山達哉)"
"257","91","21世紀","モーニング娘。","EPCE-5321","つんく","つんく","鈴木俊介 (ストリングスアレンジ：村山達哉)"
"258","91","21世紀","モーニング娘。","EPCE-5661","つんく","つんく","鈴木俊介 (ストリングスアレンジ：村山達哉)"
"259","92","Magic of Love","太陽とシスコムーン","EPCE-5028","つんく","つんく","村山晋一郎 (ストリングスアレンジ：村山達哉)"
"260","92","Magic of Love","太陽とシスコムーン","EPCE-5032","つんく","つんく","村山晋一郎 (ストリングスアレンジ：村山達哉)"
"261","92","Magic of Love (T.Y.P remix)","太陽とシスコムーン","EPDE-1065","つんく","つんく","村山晋一郎 (ストリングスアレンジ：村山達哉)"
"262","92","Magic of Love (Masters of funk remix)","太陽とシスコムーン","EPDE-1065","つんく","つんく","村山晋一郎 (ストリングスアレンジ：村山達哉)"
"263","92","Magic of Love","太陽とシスコムーン","EPCE-5595","つんく","つんく","村山晋一郎 (ストリングスアレンジ：村山達哉)"
"264","92","Magic of Love (J=J 2015Ver.)","Juice=Juice","HKCN-50417","つんく","つんく","村山晋一郎 (ストリングスアレンジ：村山達哉)"
"265","92","Magic of Love (J=J 2015Ver.)","Juice=Juice","EPCE-7556","つんく","つんく","村山晋一郎 (ストリングスアレンジ：村山達哉)"
"266","93","Versus","太陽とシスコムーン","EPCE-5028","つんく","つんく","Koichi Matsumoto、Toshiyuki Matsumoto"
"267","93","Versus","太陽とシスコムーン","EPCE-5595","つんく","つんく","Koichi Matsumoto、Toshiyuki Matsumoto"
"268","94","聖なる鐘がひびく夜","タンポポ","EPDE-1056","つんく","つんく","小西貴雄"
