"44","秋桜日和","中澤ゆうこ",NULL
"45","雨の御堂筋","中澤ゆうこ",NULL
"47","駅","中澤ゆうこ",NULL
"48","越冬つばめ","中澤ゆうこ",NULL
"49","Memory 青春の光","モーニング娘。","https://www.youtube.com/embed/YLBP_NHK3Mo"
"50","Happy Night","モーニング娘。",NULL
"51","Never Forget","モーニング娘。",NULL
"52","アナタの夢になりたい","平家みちよ",NULL
"53","春だよ","平家みちよ",NULL
"54","Motto","タンポポ",NULL
"55","愛の唄","タンポポ",NULL
"56","わかってないじゃない","タンポポ",NULL
"57","センチメンタル南向き","タンポポ",NULL
"58","誕生日の朝","タンポポ",NULL
"59","片想い","タンポポ",NULL
"60","ONE STEP","タンポポ",NULL
"61","たんぽぽ","タンポポ",NULL
"62","スキ","タンポポ",NULL
"63","月と太陽","太陽とシスコムーン",NULL
"64","Get on my Love","太陽とシスコムーン",NULL
"65","真夏の光線","モーニング娘。","https://www.youtube.com/embed/qv0rLpekstQ"
"66","恋の始発列車","モーニング娘。",NULL
"67","純情行進曲","中澤ゆうこ",NULL
"68","平成ラプソディー","中澤ゆうこ",NULL
"69","A Rainy Day","タンポポ",NULL
"70","ガタメキラ","太陽とシスコムーン",NULL
"71","ふるさと","モーニング娘。","https://www.youtube.com/embed/Ov4vNTXlo44"
"72","忘れらんない","モーニング娘。",NULL
"73","ハレーション サマー","ココナッツ娘",NULL
"74","二人の北海道","カントリー娘。",NULL
"76","NIGHT OF TOKYO CITY","モーニング娘。",NULL
"77","好きで×5","モーニング娘。",NULL
"78","パパに似ている彼","モーニング娘。",NULL
"79","せんこう花火","モーニング娘。",NULL
"80","乙女の心理学","モーニング娘。",NULL
"81","ダディドゥデドダディ!","モーニング娘。",NULL
"82","宇宙でLa Ta Ta","太陽とシスコムーン",NULL
"83","scene","平家みちよ",NULL
"84","return","平家みちよ",NULL
"85","Unchain My Heart","三佳千夏",NULL
"86","名もなきGeneration","三佳千夏",NULL
"87","DANCE & CHANCE","ココナッツ娘",NULL
"88","ズルい女","シャ乱Ｑ",NULL
"89","Everyday Everywhere","太陽とシスコムーン",NULL
"90","LOVEマシーン","モーニング娘。","https://www.youtube.com/embed/6A7j6eryPV4"
"91","21世紀","モーニング娘。",NULL
"92","Magic of Love","太陽とシスコムーン",NULL
"93","Versus","太陽とシスコムーン",NULL
"94","聖なる鐘がひびく夜","タンポポ",NULL
"95","Introduction","太陽とシスコムーン",NULL
"96","Interlude1 〜Breath〜","太陽とシスコムーン",NULL
"97","Be Cool Down","太陽とシスコムーン",NULL
"98","Hey You!","太陽とシスコムーン",NULL
"99","Interlude2 〜Soul Train〜","太陽とシスコムーン",NULL
"100","沈黙","太陽とシスコムーン",NULL
"101","Interlude3 〜我想〜","太陽とシスコムーン",NULL
"102","Sunrise それでも陽は昇る","太陽とシスコムーン",NULL
"103","ENDLESS LOVE","太陽とシスコムーン",NULL
"104","Finale","太陽とシスコムーン",NULL
"105","Love,Yes I do!","三佳千夏",NULL
"106","ロンリーサレンダー","三佳千夏",NULL
"107","ちょこっとLOVE","プッチモニ",NULL
"108","DREAM & KISS","プッチモニ",NULL
"109","雪景色","カントリー娘。",NULL
"110","雪だより","カントリー娘。",NULL
"111","丸い太陽 -winter ver.-","太陽とシスコムーン",NULL
"112","恋のダンスサイト","モーニング娘。","https://www.youtube.com/embed/cO2lsKENxV4"
"113","恋はロケンロー","モーニング娘。",NULL
"114","甘いあなたの味","メロン記念日",NULL
"115","スキップ!","メロン記念日",NULL
"116","赤い日記帳","あか組4",NULL
"117","Hello!のテーマ","あか組4",NULL
"118","黄色いお空でBOOM BOOM BOOM","黄色5",NULL
"119","青いスポーツカーの男","青色7",NULL
"120","〜おはよう〜","モーニング娘。",NULL
"121","愛車 ローンで","モーニング娘。",NULL
"122","くちづけのその後","モーニング娘。",NULL
"123","ランチタイム 〜レバニラ炒め〜","モーニング娘。",NULL
"124","DANCEするのだ!","モーニング娘。",NULL
"125","おもいで","モーニング娘。",NULL
"126","原宿6:00集合","モーニング娘。",NULL
"127","WHY","モーニング娘。",NULL
"128","「、、、好きだよ!」","モーニング娘。",NULL
"129","〜おやすみ〜","モーニング娘。",NULL
"130","DON'T STOP 恋愛中","T&Cボンバー",NULL
"131","ゴーゴー東京","T&Cボンバー",NULL
"132","鳴きうさぎ","前田有紀",NULL
"133","本気で叱って","前田有紀",NULL
"134","北海道シャララ","カントリー娘。",NULL
"135","トウモロコシと空と風","安倍なつみ",NULL
"136","常夏娘","ココナッツ娘。",NULL
"137","ハッピーサマーウェディング","モーニング娘。","https://www.youtube.com/embed/Dh695gSiwo8"
"138","通学列車","モーニング娘。",NULL
"139","ワンルーム夏の恋物語","平家みちよ",NULL
"140","ステキな恋 ステキな夜","平家みちよ",NULL
"141","あなたのシャツとLove song","三佳千夏",NULL
"142","Joy! Joy! Joy!","三佳千夏",NULL
"143","告白記念日","メロン記念日",NULL
"144","ふわふわふー","メロン記念日",NULL
"145","乙女 パスタに感動","タンポポ",NULL
"146","私の顔","タンポポ",NULL
"147","上海の風","中澤ゆうこ",NULL
"148","雨よ","中澤ゆうこ",NULL
"149","HEY! 真昼の蜃気楼","T&Cボンバー",NULL
"150","かわいい男性","T&Cボンバー",NULL
"151","私も「I LOVE YOU」","ココナッツ娘。",NULL
"152","青春時代 1.2.3!","プッチモニ",NULL
"153","バイセコー大成功!","プッチモニ",NULL
"154","恋がステキな季節","カントリー娘。",NULL
"155","あぁ恋しくて","カントリー娘。",NULL
"156","愛の力","平家みちよ",NULL
"157","都会の夜","平家みちよ",NULL
"158","I WISH","モーニング娘。","https://www.youtube.com/embed/BmtxkfPjREk"
"159","あこがれ My Boy","モーニング娘。",NULL
"160","myself","平家みちよ",NULL
"161","Be My Love","T&Cボンバー",NULL
"162","愛の回数","T&Cボンバー",NULL
"163","またやっちゃった〜渋谷でALLの日〜","T&Cボンバー",NULL
"164","愛する人へ","T&Cボンバー",NULL
"165","Office Love","T&Cボンバー",NULL
"168","YES! しあわせ","T&Cボンバー",NULL
"169","心のフェロモン","シェキドル",NULL
"170","だってだって","シェキドル",NULL
"171","恋愛レボリューション21","モーニング娘。","https://www.youtube.com/embed/D_xkQAxyf-o"
"172","インスピレーション!","モーニング娘。",NULL
"173","東京Youターン","前田有紀",NULL
"174","黄昏miss you","前田有紀",NULL
"175","ミニモニ。ジャンケンぴょん!","ミニモニ。",NULL
"176","春夏秋冬だいすっき!","ミニモニ。",NULL
"177","Say Yeah! -もっとミラクルナイト-","モーニング娘。",NULL
"178","結局 Bye Bye Bye","平家みちよ",NULL
"179","雨・雨・夜","平家みちよ",NULL
"180","ごちゃまぜLOVE","後藤真希",NULL
"181","message from maki","後藤真希",NULL
"182","ゆ・う・わ・く","中澤裕子",NULL
"183","真夏の誕生日","安倍なつみ",NULL
"184","あなたの髪の香り","飯田圭織",NULL
"185","マリンスポーツ!","矢口真里",NULL
"186","LOVE -計算チガイ-","保田圭",NULL
"187","ごちゃまぜLOVE","後藤真希",NULL
"188","理解して!＞女の子","石川梨華",NULL
"189","「よして、よして…」","吉澤ひとみ",NULL
"190","恋愛ってなあに?","加護亜依",NULL
"191","NON STOP","辻希美",NULL
"192","悔し涙 ぽろり","中澤ゆうこ",NULL
"193","恋の記憶","中澤ゆうこ",NULL
"194","恋をしちゃいました!","タンポポ",NULL
"195","BABY CRY","タンポポ",NULL
"196","BABY! 恋にKNOCK OUT!","プッチモニ",NULL
"197","ワルツ! アヒルが3羽","プッチモニ",NULL
"198","電話待っています","メロン記念日",NULL
"199","もう 待てませ〜ん!","メロン記念日",NULL
"200","愛のバカやろう","後藤真希",NULL
"201","ドッキドキ! LOVEメール","松浦亜弥",NULL
"202","待ち合わせ","松浦亜弥",NULL
"203","徹底的運命","シェキドル",NULL
"204","ミニモニ。ダンシン!","ミニモニ。",NULL
"205","ミニモニ。の歌","ミニモニ。",NULL
"206","初めてのハッピーバースディ!","カントリー娘。に石川梨華(モーニング娘。)",NULL
"207","トロピカ〜ル恋して〜る","松浦亜弥",NULL
"208","夕暮れ","松浦亜弥",NULL
"209","全体的に大好きです。","シェキドル",NULL
"210","恋は猛暑!","シェキドル",NULL
"211","ダンシング! 夏祭り","10人祭",NULL
"212","HELLO! また会おうね","10人祭",NULL
"213","サマーれげぇ! レインボー","7人祭",NULL
"214","チュッ! 夏パ〜ティ","三人祭",NULL
"215","ザ☆ピ〜ス!","モーニング娘。","https://www.youtube.com/embed/-3RyqCAJkRU"
"216","でっかい宇宙に愛がある","モーニング娘。",NULL
"217","Welcome to the センチュリーランド","モーニング娘。&オールアンサンブル",NULL
"218","だってのに やってられん!","ひとみ (コーラス:なつみ・圭織・真里)",NULL
"219","DON'T STOP 人生","希美",NULL
"220","どうして? 神様","亜依",NULL
"221","HEY! HEY! MY DREAM","真希",NULL
"222","モー吉&にょろ太のテーマソング","なつみ・圭織・真里・ひとみ・亜依",NULL
"223","大スクープ","みちよ・ひとみ・梨華・圭織・真里・なつみ",NULL
"224","つぶれかけの(株)センチュリーランド","栄太郎・社員・OL全員・圭",NULL
"225","おじいちゃんのつくったセンチュリーランド","圭",NULL
"226","私が私でいる場所","なつみ",NULL
"227","ショーをやりましょう!","真里",NULL
"228","I LOVE NEW YORK CITY","ATSUKO,AYAKA,MIKA",NULL
"229","いつか大空の下で","めぐみ・瞳・雅恵・あゆみ・レイ・チカ・マミ・ユカ・サエコ・タミ",NULL
"230","妹はもういない","裕子",NULL
"231","出来ないことはない!","なつみ・圭織・真里・ひとみ・梨華",NULL
"232","新聞社 ALL RIGHT!","みちよ・事務員",NULL
"233","ハード トレーニング","なつみ・圭織・真里・ひとみ・梨華",NULL
"234","わかんねっしょ!","圭織",NULL
"235","人間ってシャララ","梨華",NULL
"236","LOVE センチュリー","モーニング娘。＆オールアンサンブル",NULL
"237","二人暮し","中澤裕子",NULL
"238","公園通りの喫茶店","中澤裕子",NULL
"239","情熱行き 未来船","ココナッツ娘。",NULL
"240","恋人ブギウギ!","ココナッツ娘。",NULL
"241","LOVE涙色","松浦亜弥",NULL
"242","○○ -女子校生の主張-","松浦亜弥",NULL
"243","ミニモニ。テレフォン! リンリンリン","ミニモニ。",NULL
"244","ミニモニ。バスガイド","ミニモニ。",NULL
"245","溢れちゃう…BE IN LOVE","後藤真希",NULL
"246","LIKE A GAME","後藤真希",NULL
"247","This is 運命","メロン記念日",NULL
"248","Wa! かっちょEなッ!","メロン記念日",NULL
"249","恋人は心の応援団","カントリー娘。に石川梨華(モーニング娘。)",NULL
"250","Mr.Moonlight 〜愛のビッグバンド〜","モーニング娘。","https://www.youtube.com/embed/JcsHjnLnNyQ"
"251","ポップコーンラブ!","モーニング娘。",NULL
"252","プロポーズ","平家みちよ",NULL
"253","パパとママ","平家みちよ",NULL
"254","ぴったりしたいX'mas!","プッチモニ",NULL
"255","夢の「つ・づ・き」","プッチモニ",NULL
"256","王子様と雪の夜","タンポポ",NULL
"257","年末年始の大計画","タンポポ",NULL
"258","100回のKISS","松浦亜弥",NULL
"259","MERRY X'MAS FOR YOU","松浦亜弥",NULL
"260","ジングルベル","矢口真里・アヤカ・松浦亜弥・石井リカ",NULL
"261","赤鼻のトナカイ","加護亜依・小川真琴・アヤカ",NULL
"262","サンタクロースがやってくる","吉澤ひとみ・加護亜依・あさみ・石井リカ",NULL
"263","雪のおどり","矢口真里・石川梨華・新垣里沙・あさみ",NULL
"264","風も雪も友達だ","安倍なつみ・新垣里沙・石井リカ",NULL
"265","サンタが街にやってくる","保田圭・りんね・アヤカ・松浦亜弥",NULL
"266","ママがサンタにキッスした","保田圭・辻希美・りんね・ミカ",NULL
"267","ホワイトクリスマス","安倍なつみ・高橋愛・ミカ・コーラス:石井リカ",NULL
"268","おめでとうクリスマス","飯田圭織・紺野あさ美・あさみ・アヤカ・ミカ",NULL
"269","もろびとこぞりて","飯田圭織・あさみ・アヤカ・ミカ・石井リカ",NULL
"270","ゆき","辻希美・紺野あさ美・りんね",NULL
"271","お正月","吉澤ひとみ・りんね・アヤカ・石井リカ",NULL
"272","一月一日","後藤真希・石川梨華・高橋愛・小川真琴",NULL
"273","たこの歌","後藤真希・松浦亜弥",NULL
"274","きよしこの夜","モーニング娘。/カントリー娘。/ココナッツ娘。・石井リカ",NULL
"275","この広い野原いっぱい","市井紗耶香・中澤裕子",NULL
"276","恋人もいないのに","市井紗耶香・中澤裕子",NULL
"277","秋でもないのに","市井紗耶香・中澤裕子",NULL
"278","あの日にかえりたい","市井紗耶香",NULL
"279","待つわ","市井紗耶香・中澤裕子",NULL
"280","花と小父さん","市井紗耶香・杉田二郎",NULL
"281","かもめはかもめ","中澤裕子",NULL
"282","或る日突然","市井紗耶香・ばんばひろふみ",NULL
"283","秋止符","市井紗耶香・中澤裕子・堀内孝雄",NULL
"284","なごり雪","市井紗耶香",NULL
"285","時には母のない子のように","中澤裕子",NULL
"286","あ〜よかった","市井紗耶香・中澤裕子",NULL
"287","白い色は恋人の色","市井紗耶香・中澤裕子",NULL
"288","サルビアの花","市井紗耶香",NULL
"289","翼をください","市井紗耶香・中澤裕子",NULL
"290","ミニハムずの愛の唄","ミニハムず",NULL
"291","ミニハムずんたかたった!","ミニハムず",NULL
"292","愛は無敵 〜二十歳の夜の誓い〜","シェキドル",NULL
"293","がんばっちゃうもんねぇーッ!","シェキドル",NULL
"294","女の子の取り調べタイム♥","カントリー娘。",NULL
"295","片想いはホットミルク","カントリー娘。",NULL
"297","どっちが綺麗ですか…","カントリー娘。",NULL
"299","オシャレ!","松浦亜弥",NULL
"300","絶対解ける問題 X=♥","松浦亜弥",NULL
"301","笑顔に涙〜THANK YOU! DEAR MY FRIENDS〜","松浦亜弥",NULL
"302","そう言えば","松浦亜弥",NULL
"303","S君","松浦亜弥",NULL
"304","私のすごい方法","松浦亜弥",NULL
"305","初めて唇を重ねた夜","松浦亜弥",NULL
"306","ミニモニ。ひなまつり!","ミニモニ。",NULL
"307","ミニ。ストロベリ〜パイ","ミニモニ。",NULL
"308","♡桃色片想い♡","松浦亜弥",NULL
"309","遠距離の恋愛","松浦亜弥",NULL
"310","さぁ! 恋人になろう","メロン記念日",NULL
"311","ガールズパワー・愛するパワー","メロン記念日",NULL
"312","ドレミの歌(Do-Re-Mi)","高橋愛、平家みちよ、里田まい、ミカ、レファ、斉藤瞳",NULL
"313","春が来た","加護亜依、平家みちよ、斉藤瞳",NULL
"314","チューリップ","小川真琴、石井リカ",NULL
"315","うれしいひなまつり","紺野あさ美、松浦亜弥、石井リカ",NULL
"316","春の小川","後藤真希、レファ、石井リカ、藤本美貴",NULL
"317","みかんの花咲く丘","稲葉貴子、里田まい、石井リカ、藤本美貴",NULL
"318","さくらさくら","吉澤ひとみ、石井リカ",NULL
"319","花","モーニング娘。、平家みちよ、稲葉貴子、カントリー娘。、ココナッツ娘。、メロン記念日、前田有紀、松浦亜弥、","https://www.youtube.com/embed/ZgJhrB0uiQY"
"320","こいのぼり","安倍なつみ、あさみ",NULL
"321","ちょうちょ","辻希美、りんね、村田めぐみ、大谷雅恵",NULL
"322","茶摘み","飯田圭織、里田まい、アヤカ",NULL
"323","シャボン玉","新垣里沙、平家みちよ",NULL
"324","森のくまさん","石川梨華、稲葉貴子、あさみ、アヤカ、大谷雅恵、柴田あゆみ、藤本美貴",NULL
"325","背くらべ","矢口真里、柴田あゆみ、前田有紀、藤本美貴",NULL
"326","仰げば尊し","平家みちよ、稲葉貴子、カントリー娘。、ココナッツ娘。、メロン記念日、前田有紀、石井リカ、藤本美貴",NULL
"327","そうだ! We're ALIVE","モーニング娘。","https://www.youtube.com/embed/I_zmewdR-b8"
"328","東京、宵町草。","前田有紀",NULL
"329","故郷の唄が聞こえる","前田有紀",NULL
"330","会えない長い日曜日","藤本美貴",NULL
"331","Let's Do 大発見!","藤本美貴",NULL
"332","いいことある記念の瞬間","モーニング娘。",NULL
"333","初めてのロックコンサート","モーニング娘。",NULL
"334","男友達","モーニング娘。",NULL
"335","いきまっしょい!","モーニング娘。",NULL
"336","電車の二人","モーニング娘。",NULL
"337","本気で熱いテーマソング","モーニング娘。",NULL
"338","好きな先輩","モーニング娘。",NULL
"339","なんにも言わずに I LOVE YOU","モーニング娘。",NULL
"340","色っぽい女 〜SEXY BABY〜","カントリー娘。に石川梨華(モーニング娘。)",NULL
"341","アイ〜ン体操","バカ殿様とミニモニ姫。",NULL
"342","アイ〜ン! ダンスの唄","バカ殿様とミニモニ姫。",NULL
"343","手を握って歩きたい","後藤真希",NULL
"344","特等席","後藤真希",NULL
"345","てんとう虫のサンバ","松浦亜弥・石井リカ",NULL
"346","あなたの心に","メロン記念日・石井リカ",NULL
"347","冬が来る前に","松浦亜弥・中澤裕子",NULL
"348","恋人よ","中澤裕子",NULL
"349","花嫁","メロン記念日",NULL
"350","夢で逢えたら","メロン記念日・石井リカ",NULL
"351","ひこうき雲","松浦亜弥",NULL
"352","「いちご白書」をもう一度","メロン記念日・ばんばひろふみ",NULL
"353","オリビアを聴きながら","中澤裕子・メロン記念日",NULL
"354","長い間","松浦亜弥",NULL
"355","夏休み","メロン記念日",NULL
"356","木綿のハンカチーフ","中澤裕子",NULL
"357","神田川","松浦亜弥",NULL
"358","わかって下さい","中澤裕子・因幡晃",NULL
"359","ひだまりの詩","メロン記念日",NULL
"360","さとうきび畑","中澤裕子・松浦亜弥・メロン記念日・石井リカ",NULL
"361","Yeah! めっちゃホリディ","松浦亜弥",NULL
"362","つまんないよ…","松浦亜弥",NULL
"363","アイアイ","加護亜依・里田まい・ココナッツ娘。・大谷雅恵・藤本美貴",NULL
"364","かもめの水兵さん","矢口真里・稲葉貴子・石井リカ",NULL
"365","とんぼのめがね","後藤真希・あさみ・村田めぐみ",NULL
"366","あめふり","飯田圭織・りんね・柴田あゆみ・藤本美貴",NULL
"367","かたつむり","吉澤ひとみ・大谷雅恵",NULL
"368","かえるの合唱","紺野あさ美・稲葉貴子・村田めぐみ・斉藤瞳・前田有紀・石井リカ",NULL
"369","たなばたさま","新垣里沙・石井リカ",NULL
"370","あめふりくまのこ","辻希美・平家みちよ・りんね・石井リカ",NULL
"371","手のひらを太陽に","保田圭・平家みちよ・斉藤瞳・柴田あゆみ・前田有紀",NULL
"372","南の島のハメハメハ大王","石井梨華・里田まい・ココナッツ娘。・大谷雅恵・石井リカ・藤本美貴",NULL
"373","うみ","安倍なつみ・石井リカ",NULL
"374","おばけなんてないさ","小川真琴・柴田あゆみ・石井リカ",NULL
"375","われはうみのこ","モーニング娘。",NULL
"376","花火","あさみ・松浦亜弥",NULL
"377","夏の思い出","高橋愛・村田めぐみ・斉藤瞳・前田有紀・石井リカ",NULL
"378","ムラサキシキブ","平家みちよ",NULL
"379","夢の話","平家みちよ",NULL
"380","そっと口づけて ギュッと抱きしめて","藤本美貴",NULL
"381","恋よ! 美しく","藤本美貴",NULL
"382","夏の夜はデインジャー!","メロン記念日",NULL
"383","愛メラメラ 恋ユラユラ","メロン記念日",NULL
"384","あいらぶぶる〜す","ミニモニ。",NULL
"385","ビタミン不足解消交響曲","ミニモニ。",NULL
"386","すき・すき・きらい・きらい・きらい・すき。","ミニモニ。",NULL
"387","ミニモニ。のでっかい旅","ミニモニ。",NULL
"388","お菓子の街","ミニモニ。",NULL
"389","ちっちゃなちっちゃな女の子","ミニモニ。",NULL
"390","おはようさん〜また明日の唄〜","ミニモニ。",NULL
"391","幸せきょうりゅう音頭","おどる♥11",NULL
"392","よくある親子のセレナーデ","おどる♡11",NULL
"393","幸せですか?","セクシー8",NULL
"394","幸せビーム! 好き好きビーム!","ハッピー♥7",NULL
"395","overture","モーニング娘。",NULL
"396","夢ヶ丘ステーション〜夢ヶ丘商店街編〜","アンサンブル",NULL
"397","トオルちゃんは銀行マンの歌","トオルちゃん(野沢トオル)",NULL
"398","4人は幼なじみ","吉澤ひとみ・加護亜依・高橋あい・新垣里沙",NULL
"399","なんとなくアルバイト","飯田：飯田圭織",NULL
"400","家はだんご屋YEAH!×3","安倍：安倍なつみ",NULL
"401","Cake is No．1","ミカ・アヤカ",NULL
"402","あまいもんバトルのテーマ","飯田圭織・安倍なつみ・吉澤ひとみ・加護亜依・高橋愛・新垣里沙・アンサンブル",NULL
"403","うまくいかないな〜","飯田圭織・吉澤ひとみ・加護亜依・高橋愛・新垣里沙",NULL
"404","不思議なケーキ","飯田圭織・安倍なつみ・吉澤ひとみ・加護亜依・高橋愛・新垣里沙",NULL
"405","あんブラン","飯田圭織・安倍なつみ・吉澤ひとみ・加護亜依・高橋愛・新垣里沙",NULL
"406","だんご屋大改装のテーマ","アンサンブル",NULL
"407","なぞの女","あつこ：稲葉貴子",NULL
"408","夢に向かって","安倍・吉澤・加護・高橋・新垣・石井リカ・須尭麻衣・4人の父",NULL
"409","完成したぜ!あんブラン","飯田圭織・安倍なつみ・吉澤ひとみ・加護亜依・高橋愛・新垣里沙",NULL
"410","グルメライター","あつこ：稲葉貴子",NULL
"411","さよなら My TOWN","飯田圭織・安倍なつみ・吉澤ひとみ・加護亜依・高橋愛・新垣里沙",NULL
"412","さよなら My FRIENDS","飯田圭織・安倍なつみ・加護亜依",NULL
"413","夢ヶ丘ステーション〜夢ヶ丘南口編〜","アンサンブル",NULL
"414","キッチンズバーガー","保田・マリ・後藤・石川・辻・紺野・まこと・社長(長江健次)",NULL
"415","僕は後藤マキ","保田圭・後藤真希・石川梨華",NULL
"416","いつも完璧 紺野です!","保田圭・石川梨華・紺野あさ美",NULL
"417","なんてったって社長令嬢","マリ：矢口真里",NULL
"419","どこだろどこだろどこでしょね","辻希美・アンサンブル",NULL
"421","どうぞ どうぞ!","紺野あさ美・まこと",NULL
"422","どうも どうも!","紺野あさ美・まこと",NULL
"423","逃げる女","あつこ：稲葉貴子",NULL
"424","僕は後藤マキ〜哀愁編〜","後藤：後藤真希",NULL
"425","LOVE IS DESTINY","後藤：後藤真希",NULL
"426","振られちゃった…私","マリ：矢口真里",NULL
"427","OH MY DREAM","後藤：後藤真希",NULL
"428","好きか嫌いかセレナーデ","紺野：紺野あさ美",NULL
"429","答えて欲しいんだ","後藤：後藤真希",NULL
"431","Do it! Now","モーニング娘。","https://www.youtube.com/embed/l7ej9o3o68M"
"432","ちょっとイカしたPURE BOY","モーニング娘。",NULL
"433","負けない 負けたくない","プッチモニ",NULL
"434","DREAM&KISS","プッチモニ",NULL
"437","ザ★プチモビクス","プッチモニ",NULL
"438","ザ★プチモビクス2","プッチモニ",NULL
"439","やる気! IT'S EASY","後藤真希",NULL
"440","気まぐれ","後藤真希",NULL
"441","東京美人","中澤裕子",NULL
"442","クラクション","中澤裕子",NULL
"443","I & YOU & I & YOU & I","タンポポ",NULL
"444","おもちゃのチャチャチャ","稲葉貴子・カントリー娘。・ココナッツ娘。・メロン記念日・松浦亜弥・藤本美貴・石井リカ",NULL
"445","真赤な秋","加護亜依・大谷雅恵・石井リカ",NULL
"446","赤とんぼ","飯田圭織・柴田あゆみ・藤本美貴",NULL
"447","里の秋","安倍なつみ・石井リカ",NULL
"448","たき火","矢口真里・石井リカ",NULL
"449","ツキ","後藤真希・平家みちよ・大谷雅恵・前田有紀・石井リカ",NULL
"450","どんぐりころころ","石川梨華・りんね・アヤカ",NULL
"451","ちいさい秋みつけた","保田圭・平家みちよ・あさみ・前田有紀・石井リカ",NULL
"452","七つの子","小川麻琴・稲葉貴子・前田有紀・石井リカ",NULL
"453","虫のこえ","辻希美・ミカ・斉藤瞳・村田めぐみ",NULL
"454","村祭","紺野あさ美・平家みちよ・ココナッツ娘。・斉藤瞳・村田めぐみ・石井リカ",NULL
"455","紅葉","高橋愛・前田有紀・石井リカ",NULL
"456","夕焼け小焼け","新垣里沙・稲葉貴子",NULL
"457","大きなくりの木の下で","吉澤ひとみ・稲葉貴子・里田まい",NULL
"458","旅愁","松浦亜弥・藤本美貴・石井リカ",NULL
"459","故郷","モーニング娘。・平家みちよ・稲葉貴子・カントリー娘。・ココナッツ 娘。・メロン記念日・前田有紀・松浦亜弥・藤本美貴・石井リカ",NULL
"460","ロマンティック 浮かれモード","藤本美貴",NULL
"461","ケーキ止めました","藤本美貴",NULL
"462","The 美学","松浦亜弥","https://www.youtube.com/embed/ppjA-J51FbE"
"463","I Know","松浦亜弥",NULL
"464","BE HAPPY 恋のやじろべえ","タンポポ",NULL
"465","やるときゃやらなきゃ女の子","タンポポ",NULL
"466","卒業写真","後藤真希",NULL
"467","初恋","中澤裕子",NULL
"468","マイ・ピュア・レディ","藤本美貴",NULL
"469","結婚するって本当ですか","後藤真希・中澤裕子",NULL
"470","贈る言葉","藤本美貴",NULL
"471","あなた","後藤真希",NULL
"472","帰れない二人","中澤裕子",NULL
"473","誰もいない海","後藤真希・高山厳",NULL
"474","青春時代","後藤真希・中澤裕子・藤本美貴",NULL
"475","風","中澤裕子・藤本美貴",NULL
"476","雨が空から降れば","後藤真希",NULL
"477","結婚しようよ","藤本美貴",NULL
"478","想い出まくら","中澤裕子",NULL
"479","さなえちゃん","後藤真希・藤本美貴",NULL
"480","あの素晴しい愛をもう一度","後藤真希・中澤裕子・藤本美貴",NULL
"481","香水","メロン記念日",NULL
"482","恋愛レストラン","メロン記念日",NULL
"483","ここにいるぜぇ!","モーニング娘。","https://www.youtube.com/embed/ITrHWt6tldc"
"484","純LOVER","モーニング娘。",NULL
"485","ボーイフレンド","藤本美貴",NULL
"486","幼なじみ","藤本美貴",NULL
"487","BYE BYE 最後の夜","カントリー娘。に石川梨華(モーニング娘。)",NULL
"488","SHALL WE LOVE?","ごまっとう",NULL
